PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
John_Konchar,MEM,25,57,37,20,18.2,4.6,1.7,3.5,49.2,0.7,1.8,40.6,0.4,0.7,59.0,1.1,3.3,4.5,1.4,0.4,0.6,0.3,1.3,14.5,2,0,0.8
Boban_Marjanovic,DAL,33,18,11,7,5.4,4.5,2.0,3.2,63.2,0.1,0.2,33.3,0.4,0.9,50.0,0.4,1.3,1.7,0.1,0.6,0.0,0.1,1.1,6.4,0,0,1.6
Louis_King,SAC,22,10,2,8,10.4,4.5,1.5,4.7,31.9,0.8,2.7,29.6,0.7,1.0,70.0,0.0,1.2,1.2,0.9,0.0,0.2,0.1,1.4,8.2,0,0,-2.9
Josh_Green,DAL,21,49,31,18,14.6,4.5,1.8,3.5,51.7,0.3,0.9,34.9,0.6,0.8,69.2,0.8,1.6,2.4,1.3,0.5,0.6,0.2,1.7,11.2,1,0,2.2
Jabari_Parker,BOS,26,12,4,8,9.4,4.4,1.5,3.2,47.4,0.7,1.3,50.0,0.8,0.8,100,0.4,1.9,2.3,0.5,0.7,0.3,0.1,1.1,8.6,0,0,-0.6
Xavier_Tillman,MEM,23,41,27,14,12.6,4.4,1.7,3.8,45.2,0.2,0.9,21.6,0.8,1.2,64.6,1.1,1.7,2.9,1.0,0.7,1.0,0.3,1.2,12.7,0,0,-1.0
Juan_Toscano-Anderson,GSW,28,61,43,18,14.3,4.4,1.7,3.5,48.6,0.4,1.3,29.5,0.6,1.1,58.2,0.4,2.1,2.6,1.9,1.0,0.7,0.2,1.6,12.3,0,0,0.8
Delon_Wright,ATL,29,58,30,28,18.1,4.4,1.6,3.5,44.4,0.5,1.4,37.3,0.7,0.8,83.7,0.7,2.2,2.8,2.4,0.6,1.0,0.2,0.7,14.5,0,0,0.0
Kyle_Guy,MIA,24,17,13,4,10.6,4.4,1.5,3.6,41.9,0.8,2.2,37.8,0.5,0.7,66.7,0.1,0.6,0.8,1.0,0.8,0.4,0.1,0.7,7.4,0,0,-2.4
Naji_Marshall,NOP,24,37,14,23,10.2,4.4,1.5,3.8,40.1,0.3,1.6,20.0,0.9,1.2,77.8,0.6,1.6,2.2,0.8,0.7,0.5,0.1,1.0,9.4,0,0,-0.8
Reggie_Perry,IND,21,3,0,3,16.9,4.3,1.7,3.3,50.0,0.3,0.7,50.0,0.7,0.7,100,0.7,2.0,2.7,0.7,0.3,0.3,0.0,3.0,9.2,0,0,-6.0
Malachi_Flynn,TOR,23,40,22,18,12.0,4.3,1.7,4.1,40.7,0.7,2.0,33.3,0.4,0.6,60.9,0.2,1.2,1.4,1.6,0.3,0.5,0.1,1.1,9.8,0,0,-0.2
Mamadi_Diakite,OKC,25,13,4,9,14.4,4.3,1.9,3.6,53.2,0.0,0.4,0.0,0.5,0.8,54.5,1.3,3.2,4.5,0.2,0.5,0.4,0.7,2.5,12.7,0,0,-1.1
Vlatko_Cancar,DEN,24,14,7,7,10.9,4.3,1.6,2.8,56.4,0.5,0.9,58.3,0.6,0.9,75.0,0.4,1.2,1.6,0.9,0.6,0.1,0.2,0.9,8.2,0,0,1.0
Frank_Ntilikina,DAL,23,48,28,20,12.4,4.2,1.5,4.0,37.5,0.7,2.1,34.0,0.5,0.5,95.8,0.2,1.2,1.3,1.1,0.5,0.5,0.1,1.1,8.8,0,0,1.0
Sam_Merrill,MEM,25,6,2,4,9.6,4.2,1.3,4.0,33.3,1.2,3.8,30.4,0.3,0.7,50.0,0.2,1.0,1.2,0.7,0.3,0.0,0.0,0.5,6.2,0,0,-1.5
James_Ennis_III,DEN,31,7,3,4,7.9,4.1,1.6,3.4,45.8,0.4,1.1,37.5,0.6,0.7,80.0,0.7,1.0,1.7,0.4,0.3,0.3,0.3,0.7,8.3,0,0,0.0
Matt_Thomas,CHI,27,37,22,15,12.2,4.1,1.4,3.5,40.6,0.9,2.3,38.4,0.4,0.5,80.0,0.1,1.2,1.3,0.5,0.2,0.2,0.1,0.5,7.2,0,0,0.8
DeAndre_Jordan,PHI,33,32,15,17,12.8,4.1,1.9,2.8,67.4,0.0,0.0,0.0,0.4,0.8,46.2,1.6,3.8,5.4,0.4,0.7,0.3,0.8,1.6,13.9,0,0,-3.4
PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Malcolm_Hill,CHI,26,17,7,10,11.6,4.1,1.4,2.9,46.9,0.8,2.0,38.2,0.6,0.8,78.6,0.6,1.2,1.9,0.3,0.1,0.4,0.2,1.3,8.3,0,0,-1.1
Andre_Iguodala,GSW,38,26,17,9,19.9,4.1,1.5,3.9,39.2,0.5,2.3,23.0,0.5,0.6,81.3,0.7,2.6,3.3,3.8,0.9,0.8,0.8,1.0,17.9,0,0,4.6
Timothe_Luwawu-Cabarrot,ATL,26,37,20,17,12.3,4.0,1.4,3.5,38.5,0.9,2.4,36.8,0.5,0.5,85.0,0.2,1.1,1.3,0.7,0.4,0.4,0.1,1.2,7.7,0,0,-1.3
Keon_Johnson,POR,19,19,6,13,12.0,4.0,1.3,4.3,30.9,0.3,1.1,28.6,1.1,1.4,76.9,0.4,1.2,1.6,1.1,0.5,0.5,0.2,1.3,9.1,0,0,-2.9
Micah_Potter,DET,23,3,2,1,10.3,4.0,1.7,3.7,45.5,0.0,0.7,0.0,0.7,0.7,100,1.3,1.7,3.0,0.0,0.3,0.3,0.3,1.3,9.3,0,0,-13.3
Scotty_Hopson,OKC,32,1,0,1,17.7,4.0,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.7,0,0,-6.0
Taj_Gibson,NYK,36,40,17,23,18.1,4.0,1.6,3.0,52.5,0.2,0.6,36.4,0.7,0.9,76.5,1.7,2.8,4.5,0.7,0.6,0.4,0.8,2.7,13.4,0,0,1.1
Davon_Reed,DEN,26,33,21,12,12.9,3.9,1.5,3.2,47.1,0.8,1.7,43.9,0.2,0.2,85.7,0.3,2.0,2.4,0.9,0.2,0.5,0.1,1.3,9.8,0,0,0.6
Trevor_Ariza,LAL,36,22,8,14,18.9,3.8,1.3,3.7,34.1,0.9,3.0,30.3,0.4,0.7,53.3,0.3,3.0,3.2,1.0,0.5,0.5,0.2,0.9,11.0,0,0,-2.1
Moses_Moody,GSW,19,39,27,12,10.3,3.8,1.3,3.1,42.6,0.7,1.9,34.7,0.5,0.6,75.0,0.3,1.1,1.4,0.4,0.2,0.1,0.2,0.6,6.5,0,0,-0.4
Isaiah_Joe,PHI,22,44,26,18,11.7,3.8,1.2,3.4,35.8,0.9,2.6,33.3,0.5,0.5,91.7,0.1,1.0,1.1,0.7,0.4,0.3,0.0,0.9,6.6,0,0,0.1
Kent_Bazemore,LAL,32,35,16,19,14.4,3.8,1.3,3.7,34.6,0.8,2.1,39.2,0.4,0.5,76.5,0.3,1.5,1.8,0.9,0.5,0.7,0.2,1.7,9.5,0,0,-2.9
Trey_Murphy_III,NOP,21,45,22,23,11.8,3.8,1.2,3.5,34.0,0.9,2.5,34.5,0.5,0.6,85.7,0.6,1.4,2.0,0.5,0.3,0.3,0.1,0.9,7.9,0,0,-0.4
Markus_Howard,DEN,23,25,15,10,5.7,3.7,1.1,3.1,36.4,0.9,2.2,41.1,0.5,0.6,86.7,0.0,0.3,0.3,0.2,0.2,0.3,0.0,0.4,5.0,0,0,0.3
Cheick_Diallo,DET,25,3,0,3,10.2,3.7,1.0,2.7,37.5,0.0,0.0,0.0,1.7,2.0,83.3,1.3,2.7,4.0,0.0,0.3,0.3,0.0,2.0,9.1,0,0,-11.0
KZ_Okpala,MIA,22,21,14,7,11.6,3.7,1.4,3.3,43.5,0.4,1.2,34.6,0.4,0.5,72.7,0.5,1.4,2.0,0.7,0.2,0.2,0.3,1.2,8.3,0,0,0.3
Lindy_Waters_III,OKC,24,9,2,7,12.6,3.7,1.3,3.3,40.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.7,1.7,0.1,0.2,0.1,0.4,1.2,7.3,0,0,-4.4
Mychal_Mulder,ORL,27,15,2,13,13.0,3.7,1.3,4.5,29.9,0.9,3.1,28.3,0.1,0.1,100,0.1,1.3,1.4,0.2,0.5,0.3,0.1,0.8,6.1,0,0,-3.6
Enes_Freedom,BOS,29,35,20,15,11.8,3.7,1.5,2.8,52.6,0.1,0.1,40.0,0.7,0.8,85.7,1.7,2.8,4.6,0.2,0.6,0.1,0.4,1.2,10.5,2,0,2.0
Jevon_Carter,MIL,26,51,29,22,12.3,3.6,1.3,3.7,33.7,0.9,2.7,34.3,0.2,0.3,78.6,0.2,1.3,1.5,1.0,0.5,0.3,0.2,1.0,7.9,0,0,-0.7
Greg_Brown_III,POR,20,31,12,19,9.2,3.6,1.4,3.1,43.8,0.2,0.8,19.2,0.8,1.2,64.9,0.6,1.5,2.2,0.3,0.4,0.5,0.4,1.2,9.0,0,0,-3.0
Jarrett_Culver,MEM,23,28,21,7,9.1,3.6,1.4,3.5,40.8,0.4,1.2,29.4,0.4,0.8,52.2,0.4,1.0,1.4,0.9,0.5,0.5,0.1,1.1,8.3,0,0,0.9
Devontae_Cacok,SAS,25,11,4,7,8.4,3.6,1.6,2.4,69.2,0.0,0.0,0.0,0.4,0.6,57.1,0.6,2.6,3.3,0.5,0.2,0.6,0.6,1.1,11.9,0,0,0.0
Brad_Wanamaker,WAS,32,23,10,13,13.9,3.6,1.2,3.3,36.4,0.2,0.7,23.5,1.0,1.1,92.0,0.3,1.4,1.7,2.4,1.0,0.3,0.3,2.0,9.9,0,0,-1.9
Gorgui_Dieng,ATL,32,40,20,20,8.9,3.6,1.3,2.6,48.1,0.7,1.5,43.3,0.4,0.6,70.8,0.8,2.1,2.9,0.8,0.5,0.3,0.3,1.2,9.6,0,0,-1.4
Sterling_Brown,DAL,27,40,25,15,13.4,3.6,1.3,3.3,40.2,0.7,2.0,33.8,0.3,0.3,90.9,0.6,2.7,3.3,0.8,0.5,0.3,0.2,1.2,9.5,2,0,1.2
Anthony_Gill,WAS,29,29,11,18,8.6,3.6,1.2,2.0,61.0,0.3,0.5,64.3,0.8,1.1,71.0,0.7,0.8,1.5,0.5,0.4,0.1,0.2,1.4,6.8,0,0,1.7
Paul_Millsap,PHI,37,31,21,10,11.1,3.5,1.4,3.5,39.4,0.3,1.1,23.5,0.5,0.7,69.6,1.3,2.3,3.5,0.9,0.5,0.3,0.4,2.0,10.5,0,0,-0.5
Tony_Snell,NOP,30,46,18,28,15.4,3.5,1.3,3.1,41.5,0.9,2.4,36.9,0.1,0.1,100,0.3,1.8,2.2,0.5,0.3,0.3,0.2,1.3,7.8,0,0,-1.7
Jared_Harper,NOP,24,2,1,1,5.2,3.5,1.5,3.5,42.9,0.5,1.0,50.0,0.0,0.0,0.0,0.5,0.0,0.5,1.5,0.5,0.0,0.5,1.0,7.4,0,0,0.0
Justin_Anderson,IND,28,6,1,5,12.8,3.5,1.0,3.2,31.6,0.5,2.5,20.0,1.0,1.2,85.7,0.3,1.3,1.7,1.5,0.5,0.3,0.2,1.5,8.8,0,0,7.2
Alfonzo_McKinnie,CHI,29,17,8,9,12.1,3.5,1.4,3.6,39.3,0.5,1.6,33.3,0.1,0.5,25.0,0.8,1.2,1.9,0.3,0.4,0.1,0.2,1.5,6.7,0,0,-3.2
Killian_Tillie,MEM,24,34,25,9,13.1,3.5,1.3,3.6,35.5,0.8,2.4,33.8,0.1,0.2,62.5,0.6,1.1,1.7,0.6,0.3,0.7,0.4,1.6,9.4,0,0,1.4
Paul_Watson,OKC,27,9,2,7,17.4,3.4,1.3,3.9,34.3,0.7,2.9,23.1,0.1,0.2,50.0,0.3,2.7,3.0,0.9,0.4,0.3,0.3,1.1,9.9,0,0,-6.2
Dalano_Banton,TOR,22,54,29,25,11.3,3.4,1.4,3.4,40.5,0.2,0.9,26.5,0.4,0.6,62.9,0.6,1.4,2.0,1.5,0.9,0.5,0.2,1.1,9.1,0,0,0.4
Nerlens_Noel,NYK,27,25,10,15,22.5,3.4,1.3,2.4,53.3,0.0,0.1,0.0,0.8,1.2,70.0,1.9,3.7,5.6,0.9,0.8,1.2,1.2,2.7,18.1,0,0,-2.7
Nick_Richards,CHA,24,42,21,21,8.2,3.4,1.3,2.0,68.3,0.0,0.0,0.0,0.7,1.0,69.8,0.7,1.2,1.9,0.3,0.5,0.2,0.5,1.2,7.6,0,0,-2.2
Tyler_Cook,CHI,24,19,12,7,10.3,3.4,1.2,1.9,61.1,0.0,0.0,0.0,1.1,1.6,64.5,0.8,1.9,2.7,0.2,0.4,0.2,0.2,1.4,7.8,0,0,-1.6
Lindell_Wigginton,MIL,23,14,9,5,8.2,3.4,1.1,2.1,51.7,0.5,1.0,50.0,0.7,1.3,55.6,0.1,1.0,1.1,0.5,0.5,0.2,0.1,0.6,5.8,0,0,-1.8
Aaron_Nesmith,BOS,22,45,27,18,10.5,3.4,1.2,3.4,36.6,0.5,2.1,24.2,0.4,0.4,84.2,0.3,1.4,1.7,0.4,0.6,0.3,0.1,1.2,6.6,0,0,0.6
Daishen_Nix,HOU,20,9,1,8,7.7,3.3,1.4,2.3,61.9,0.3,0.8,42.9,0.1,0.3,33.3,0.1,1.0,1.1,1.1,1.0,0.8,0.0,0.4,7.7,0,0,-0.2
Santi_Aldama,MEM,21,27,17,10,10.2,3.3,1.4,3.6,38.1,0.1,1.4,10.3,0.4,0.7,60.0,0.9,1.5,2.4,0.5,0.3,0.1,0.3,1.0,7.6,1,0,0.7
Skylar_Mays,ATL,24,24,13,11,8.7,3.3,1.3,2.6,51.6,0.3,1.0,32.0,0.3,0.4,88.9,0.2,0.8,1.0,0.7,0.4,0.3,0.0,0.3,6.0,1,0,-1.5
Tremont_Waters,WAS,24,3,0,3,16.8,3.3,1.3,4.7,28.6,0.7,3.0,22.2,0.0,0.0,0.0,0.0,1.3,1.3,2.3,1.3,1.7,0.0,1.3,12.1,0,0,-6.3
Jared_Butler,UTA,21,29,23,6,7.6,3.3,1.2,3.2,39.1,0.6,1.7,35.4,0.2,0.4,58.3,0.1,0.7,0.8,1.2,0.8,0.3,0.2,1.0,6.9,0,0,-1.6
Elfrid_Payton,PHX,28,40,32,8,11.6,3.3,1.5,3.7,39.5,0.1,0.4,25.0,0.3,0.7,39.3,0.5,1.4,1.9,2.1,1.0,0.5,0.1,0.9,9.5,0,0,-0.2
Tim_Frazier,CLE,31,12,1,11,17.3,3.3,1.2,3.8,31.1,0.5,1.4,35.3,0.4,0.8,55.6,0.4,1.2,1.6,2.8,1.3,0.3,0.1,2.3,9.2,0,0,-6.7
Vit_Krejci,OKC,21,12,4,8,14.0,3.3,1.2,2.9,40.0,0.6,1.8,33.3,0.3,0.3,100,0.3,1.4,1.7,0.7,0.4,0.3,0.1,1.4,7.1,0,0,-4.3
Admiral_Schofield,ORL,24,29,8,21,10.3,3.2,1.2,2.7,45.6,0.5,1.6,31.1,0.2,0.3,70.0,0.4,1.5,1.9,0.6,0.5,0.1,0.1,1.2,6.6,0,0,-1.8
Trent_Forrest,UTA,23,51,34,17,12.6,3.2,1.2,2.4,52.1,0.1,0.4,23.8,0.6,0.8,82.1,0.4,1.3,1.7,1.7,0.9,0.5,0.1,0.8,8.6,0,0,1.3
PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Ignas_Brazdeikis,ORL,23,31,6,25,9.1,3.2,1.2,2.9,40.7,0.4,1.3,30.8,0.4,0.5,76.5,0.4,0.9,1.3,0.7,0.3,0.3,0.1,0.9,6.5,0,0,-1.2
Jahmi'us_Ramsey,SAC,20,19,2,17,7.0,3.2,1.3,3.1,41.4,0.3,0.9,27.8,0.4,0.7,50.0,0.2,0.5,0.7,0.4,0.3,0.1,0.1,0.5,4.6,0,0,-1.1
Elijah_Hughes,POR,23,20,13,7,9.8,3.2,1.2,3.5,32.9,0.7,2.6,27.5,0.2,0.2,100,0.2,1.3,1.5,0.5,0.5,0.3,0.2,0.8,6.3,0,0,-5.1
Justin_Robinson,DET,24,25,13,12,12.1,3.1,1.1,3.7,30.1,0.7,2.4,29.5,0.2,0.3,50.0,0.2,0.7,0.8,1.3,0.7,0.4,0.0,1.1,6.6,0,0,-4.9
Moses_Brown,DAL,22,26,14,12,6.5,3.1,1.0,1.9,54.0,0.0,0.0,0.0,1.0,1.7,62.8,0.6,1.7,2.3,0.0,0.5,0.1,0.3,1.1,6.8,0,0,0.1
Tony_Bradley,CHI,24,46,26,20,11.0,3.1,1.4,2.4,58.7,0.0,0.0,0.0,0.3,0.5,66.7,1.3,2.4,3.7,0.5,0.6,0.2,0.7,1.2,10.4,0,0,1.7
Nathan_Knight,MIN,24,29,16,13,6.8,3.1,0.9,1.9,48.2,0.1,0.3,25.0,1.1,1.6,70.2,0.8,1.3,2.1,0.5,0.5,0.2,0.2,1.0,7.1,1,0,0.2
Charles_Bassey,PHI,21,23,11,12,7.3,3.0,1.3,2.0,63.8,0.0,0.2,0.0,0.4,0.5,75.0,1.0,1.7,2.7,0.3,0.3,0.2,0.7,1.4,9.2,1,0,-1.5
Daniel_Oturu,TOR,22,3,1,2,9.1,3.0,1.0,2.0,50.0,0.0,0.3,0.0,1.0,1.7,60.0,0.3,1.3,1.7,0.0,0.0,0.0,0.7,0.3,7.0,0,0,-8.0
Paris_Bass,PHX,26,2,2,0,3.7,3.0,1.0,3.0,33.3,0.0,1.0,0.0,1.0,1.0,100,1.0,1.0,2.0,0.0,1.0,0.5,0.0,1.0,5.9,0,0,1.0
Rodney_Hood,LAC,29,44,26,18,13.9,3.0,1.1,3.1,34.8,0.6,1.9,30.5,0.3,0.3,92.9,0.3,1.3,1.5,0.7,0.2,0.3,0.1,0.6,7.0,0,0,-0.8
Sandro_Mamukelashvili,MIL,22,34,19,15,9.3,3.0,1.1,2.5,45.9,0.4,1.1,38.5,0.3,0.4,75.0,0.8,0.9,1.8,0.5,0.3,0.2,0.2,0.6,6.8,0,0,-3.5
Trevon_Scott,CLE,25,2,1,1,5.7,3.0,1.5,3.0,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,1.0,7.2,0,0,2.0
Jordan_McLaughlin,MIN,25,47,27,20,13.4,3.0,1.1,3.0,37.4,0.3,1.1,22.2,0.5,0.7,74.2,0.3,1.2,1.5,2.8,0.5,0.9,0.1,0.7,11.3,1,0,0.3
Tomas_Satoransky,WAS,30,36,15,21,14.8,2.9,1.0,3.1,31.9,0.2,0.9,18.2,0.8,0.9,79.4,0.5,1.4,2.0,2.3,0.7,0.4,0.1,1.0,9.6,0,0,-4.5
Udonis_Haslem,MIA,41,9,7,2,6.3,2.9,1.2,2.4,50.0,0.1,0.2,50.0,0.3,0.3,100,0.4,1.6,2.0,0.3,0.3,0.1,0.1,1.2,6.1,0,0,1.3
Denzel_Valentine,UTA,28,24,14,10,9.2,2.9,1.0,2.8,37.9,0.8,2.0,40.4,0.0,0.0,0.0,0.4,1.4,1.8,0.5,0.5,0.3,0.0,0.8,6.2,0,0,-1.1
Kevin_Knox_II,ATL,22,23,12,11,7.8,2.9,1.0,2.7,34.9,0.5,1.7,27.5,0.5,0.7,68.8,0.5,1.0,1.5,0.3,0.3,0.1,0.0,0.5,5.4,0,0,-2.3
Semi_Ojeleye,LAC,27,25,14,11,13.5,2.8,0.9,3.2,28.8,0.5,1.8,28.9,0.5,0.6,75.0,1.0,1.4,2.4,0.2,0.3,0.2,0.2,1.1,6.9,0,0,-6.0
Tyler_Johnson,SAS,29,6,2,4,15.2,2.8,1.0,3.3,30.0,0.8,2.2,38.5,0.0,0.0,0.0,0.5,1.5,2.0,1.2,0.3,0.5,0.5,1.2,9.7,0,0,-1.0
Aleem_Ford,ORL,24,5,2,3,14.7,2.8,1.2,4.0,30.0,0.4,3.0,13.3,0.0,0.0,0.0,0.4,2.6,3.0,0.4,0.8,0.2,0.0,1.4,6.8,0,0,-7.0
Quinndary_Weatherspoon,GSW,25,5,4,1,6.6,2.8,1.2,2.0,60.0,0.0,0.2,0.0,0.4,0.4,100,0.2,1.0,1.2,0.4,0.6,0.2,0.2,1.4,5.4,0,0,-0.8
Thanasis_Antetokounmpo,MIL,29,38,21,17,9.7,2.8,1.2,2.3,49.4,0.0,0.3,9.1,0.4,0.7,61.5,0.9,1.3,2.2,0.5,0.5,0.4,0.2,1.6,7.4,0,0,-3.0
Jay_Scrubb,LAC,21,18,8,10,6.7,2.7,1.0,2.6,39.1,0.3,1.2,28.6,0.4,0.6,70.0,0.1,0.8,0.9,0.4,0.4,0.2,0.2,0.5,5.2,0,0,0.9
Haywood_Highsmith,MIA,25,9,7,2,10.0,2.7,0.9,2.6,34.8,0.7,1.7,40.0,0.2,0.4,50.0,0.6,1.0,1.6,0.0,0.1,0.1,0.2,0.8,5.4,0,0,-4.7
Devon_Dotson,CHI,22,11,5,6,7.7,2.6,1.0,2.1,47.8,0.2,0.8,22.2,0.5,0.8,55.6,0.1,0.7,0.8,1.4,0.5,0.1,0.0,1.0,5.5,0,0,-0.2
JT_Thor,CHA,19,24,12,12,9.8,2.6,1.0,2.2,44.2,0.3,1.1,26.9,0.4,0.6,71.4,0.5,1.1,1.6,0.8,0.3,0.3,0.4,1.0,7.6,0,0,0.8
Gary_Clark,NOP,27,31,17,14,9.9,2.6,0.8,2.2,37.7,0.7,1.9,39.7,0.2,0.3,75.0,0.5,1.9,2.4,0.4,0.2,0.3,0.2,0.5,7.5,0,0,-0.5
Chris_Silva,MIA,25,10,7,3,9.1,2.6,0.8,1.5,53.3,0.0,0.0,0.0,1.0,1.2,83.3,1.3,2.3,3.6,0.7,0.8,0.0,0.1,2.0,7.5,0,0,-2.9
Isaiah_Livers,DET,23,5,3,2,7.8,2.6,1.0,3.4,29.4,0.6,2.2,27.3,0.0,0.0,0.0,0.8,0.0,0.8,0.6,0.2,0.2,0.2,0.8,5.5,0,0,-2.2
Gabriel_Deck,OKC,27,7,2,5,7.9,2.6,1.1,2.0,57.1,0.3,0.6,50.0,0.0,0.0,0.0,0.1,0.7,0.9,0.7,0.3,0.1,0.0,0.3,4.8,0,0,-2.0
Mason_Jones,LAL,23,2,0,2,4.4,2.5,1.0,4.0,25.0,0.0,1.0,0.0,0.5,1.0,50.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.5,4.7,0,0,-2.0
Dylan_Windler,CLE,25,38,23,15,9.2,2.5,0.9,2.1,42.3,0.6,1.4,38.2,0.2,0.2,77.8,0.4,1.3,1.7,0.7,0.3,0.2,0.1,1.0,6.0,0,0,-0.4
Josh_Okogie,MIN,23,36,15,21,11.7,2.5,0.7,2.1,34.7,0.3,1.0,27.8,0.8,1.1,65.9,0.7,1.1,1.8,0.5,0.6,0.5,0.3,1.2,7.1,0,0,0.6
Abdel_Nader,PHX,28,14,11,3,10.4,2.4,0.9,2.5,34.3,0.3,1.0,28.6,0.4,0.7,60.0,0.3,1.6,1.9,0.5,0.8,0.6,0.3,1.4,7.3,0,0,-0.1
Bol_Bol,ORL,22,14,5,9,5.8,2.4,1.1,1.9,55.6,0.1,0.3,25.0,0.1,0.4,40.0,0.3,1.1,1.4,0.4,0.3,0.1,0.1,0.3,5.0,0,0,0.4
Freddie_Gillespie,ORL,24,9,1,8,13.2,2.3,1.0,2.4,40.9,0.0,0.1,0.0,0.3,0.8,42.9,1.4,2.6,4.0,0.6,0.6,0.3,1.0,2.0,11.4,0,0,-3.2
Paul_Reed,PHI,22,27,14,13,8.7,2.3,1.0,2.3,45.9,0.0,0.2,20.0,0.1,0.4,40.0,1.1,1.3,2.4,0.4,0.3,0.7,0.4,1.4,8.9,0,0,-2.1
Justin_Champagnie,TOR,20,35,20,15,7.8,2.2,0.9,1.9,46.2,0.3,0.7,34.6,0.3,0.3,100,1.1,0.9,2.0,0.3,0.2,0.2,0.1,0.9,5.8,0,0,1.7
Javonte_Smart,MIA,22,14,9,5,11.5,2.2,0.8,3.1,25.6,0.3,1.3,22.2,0.4,0.4,83.3,0.3,1.1,1.4,1.0,0.6,0.3,0.1,0.8,6.0,0,0,-2.1
Joe_Wieskamp,SAS,22,17,5,12,5.6,2.2,0.8,1.7,44.8,0.5,1.2,40.0,0.2,0.4,42.9,0.2,0.3,0.5,0.3,0.1,0.2,0.1,0.4,4.0,0,0,0.1
Justin_Jackson,PHX,26,7,6,1,5.2,2.1,0.7,2.1,33.3,0.4,1.3,33.3,0.3,0.3,100,0.1,0.9,1.0,0.3,0.1,0.0,0.0,0.4,3.6,0,0,-1.9
Wenyen_Gabriel,LAL,24,8,3,5,6.4,2.1,0.8,2.0,37.5,0.4,0.9,42.9,0.3,0.5,50.0,0.9,1.4,2.3,0.3,0.4,0.1,0.3,1.4,6.0,0,0,1.0
Chris_Chiozza,GSW,26,26,18,8,10.7,2.1,0.7,2.5,29.2,0.6,1.7,37.2,0.0,0.0,100,0.3,0.8,1.2,1.8,0.8,0.3,0.0,0.9,6.4,0,0,-0.5
Neemias_Queta,SAC,22,10,2,8,5.6,2.1,0.9,2.3,39.1,0.0,0.0,0.0,0.3,0.5,60.0,1.1,0.8,1.9,0.4,0.4,0.1,0.4,1.1,6.1,0,0,-0.5
Ahmad_Caver,IND,25,1,0,1,0.8,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2.0
Cassius_Winston,WAS,24,5,1,4,5.4,2.0,0.6,1.2,50.0,0.4,1.0,40.0,0.4,0.4,100,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1.4,3.3,0,0,-0.8
Craig_Sword,WAS,28,3,1,2,6.3,2.0,1.0,1.3,75.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.3,0.0,2.3,6.2,0,0,0.3
Damyean_Dotson,NYK,27,2,1,1,10.3,2.0,1.0,2.0,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,4.0,0,0,1.5
Jemerrio_Jones,LAL,26,2,0,2,7.4,2.0,1.0,1.5,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,0.5,0.0,1.0,5.3,0,0,-6.5
PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Joe_Johnson,BOS,40,1,1,0,2.0,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,-5.0
Langston_Galloway,MIL,30,7,4,3,15.2,2.0,0.9,3.7,23.1,0.3,2.3,12.5,0.0,0.0,0.0,0.4,2.1,2.6,1.7,0.9,0.1,0.0,1.0,7.2,0,0,-1.7
Mac_McClung,CHI,23,1,1,0,2.6,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,-2.0
Norvel_Pelle,UTA,29,3,0,3,6.3,2.0,1.0,1.7,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.7,0.0,0.3,0.3,4.7,0,0,-6.3
