PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Talen_Horton-Tucker,LAL,21,46,20,26,25.9,9.3,3.5,8.5,41.2,0.8,3.0,27.5,1.5,1.9,80.5,0.6,2.6,3.2,2.7,1.5,0.9,0.5,2.5,20.0,1,0,-1.2
Georges_Niang,PHI,28,59,38,21,23.1,9.3,3.3,7.6,43.4,2.0,5.0,39.7,0.7,0.9,86.3,0.4,2.3,2.6,1.5,0.8,0.4,0.2,2.6,15.6,0,0,2.2
Shake_Milton,PHI,25,36,22,14,23.3,9.3,3.6,8.5,42.0,0.8,2.6,28.7,1.4,1.6,86.2,0.6,2.4,3.0,2.6,1.1,0.6,0.4,2.0,18.7,0,0,-1.0
Jaden_McDaniels,MIN,21,62,35,27,26.0,9.2,3.6,8.0,45.1,1.2,3.7,31.3,0.8,1.0,78.1,1.1,3.1,4.2,1.2,1.1,0.8,0.7,3.3,19.5,0,0,-0.2
Kelly_Olynyk,DET,30,27,8,19,19.8,9.2,3.3,8.0,41.4,1.1,3.3,33.7,1.5,2.1,70.7,1.5,3.3,4.8,2.8,1.5,0.8,0.5,2.5,21.6,1,0,-3.7
Tre_Mann,OKC,21,51,16,35,21.3,9.2,3.4,8.9,38.3,1.4,4.0,34.5,1.0,1.3,75.8,0.3,2.2,2.5,1.3,1.0,0.8,0.2,1.7,16.1,0,0,-3.5
Rui_Hachimura,WAS,24,23,10,13,18.9,9.2,3.4,7.3,46.7,1.2,2.3,51.9,1.1,1.4,78.1,0.3,2.7,3.1,1.0,0.7,0.6,0.2,1.2,16.1,0,0,-2.1
Josh_Richardson,SAS,28,48,28,20,23.8,9.2,3.3,7.5,43.6,1.4,3.4,39.9,1.3,1.5,85.9,0.6,2.1,2.7,1.5,0.8,0.7,0.5,1.8,17.6,0,0,1.8
Patrick_Beverley,MIN,33,45,26,19,26.2,9.1,3.1,7.8,40.0,1.5,4.4,33.8,1.4,2.0,71.1,1.1,3.1,4.2,4.9,1.4,1.2,0.9,3.1,26.4,2,0,2.3
Daniel_Gafford,WAS,23,54,25,29,20.5,9.1,3.9,5.7,68.4,0.0,0.0,0.0,1.3,1.8,71.9,2.3,3.6,5.9,1.0,0.9,0.4,1.5,2.4,22.3,6,0,-2.7
Chris_Boucher,TOR,29,62,34,28,20.5,9.0,3.2,6.8,47.3,0.8,2.7,29.1,1.9,2.5,77.0,2.1,3.9,5.9,0.3,0.6,0.6,1.0,2.2,20.9,6,0,2.2
Markelle_Fultz,ORL,23,3,1,2,16.7,9.0,4.0,7.0,57.1,0.0,0.7,0.0,1.0,1.0,100,0.7,1.7,2.3,3.7,1.7,0.3,0.3,1.3,17.6,0,0,-7.0
DeMarcus_Cousins,DEN,31,30,23,7,15.7,9.0,3.1,6.9,44.2,0.8,2.6,29.9,2.1,2.7,76.5,1.6,4.5,6.1,1.4,1.6,0.9,0.5,2.9,21.0,2,0,2.8
Ben_McLemore,POR,29,46,18,28,19.0,8.9,3.0,7.7,38.5,2.2,6.1,36.4,0.8,1.0,81.8,0.2,1.3,1.6,0.9,0.7,0.4,0.1,1.5,13.1,0,0,-4.6
PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Isaac_Okoro,CLE,21,49,27,22,28.8,8.9,3.1,6.8,46.4,0.8,2.6,31.0,1.8,2.3,77.4,1.1,2.1,3.2,1.8,1.0,0.8,0.3,2.6,17.7,0,0,1.5
Bones_Hyland,DEN,21,52,32,20,17.7,8.8,2.9,7.8,37.5,1.8,4.9,35.8,1.3,1.4,87.8,0.2,2.5,2.7,2.1,1.2,0.5,0.3,2.1,16.3,1,0,0.5
Isaiah_Thomas,CHA,33,6,1,5,21.4,8.8,3.2,9.7,32.8,1.2,5.3,21.9,1.3,1.8,72.7,0.3,1.8,2.2,2.2,1.2,0.3,0.3,2.2,15.5,0,0,-4.8
Alperen_Sengun,HOU,19,56,14,42,18.9,8.8,3.1,6.6,47.3,0.4,1.4,25.0,2.2,3.2,69.1,1.7,3.2,4.9,2.4,2.0,0.8,1.0,2.9,21.7,4,0,-4.2
Onyeka_Okongwu,ATL,21,29,14,15,21.1,8.8,3.6,4.8,74.1,0.0,0.0,0.0,1.7,2.3,73.1,2.1,3.2,5.3,1.2,1.1,0.7,1.4,3.2,21.9,0,0,3.6
Amir_Coffey,LAC,24,53,25,28,22.4,8.7,2.9,6.4,45.7,1.4,3.6,38.2,1.5,1.7,86.8,0.4,2.5,2.9,1.7,0.6,0.5,0.2,1.3,16.3,0,0,-0.2
Jaxson_Hayes,NOP,21,52,20,32,17.8,8.7,3.3,5.1,64.9,0.2,0.5,28.6,1.9,2.5,76.7,1.5,2.7,4.2,0.6,0.8,0.4,0.8,2.3,17.3,1,0,0.0
Kenyon_Martin_Jr.,HOU,21,61,16,45,20.0,8.6,3.5,6.6,52.7,0.7,2.0,35.5,1.0,1.5,63.8,1.1,2.7,3.8,1.3,0.7,0.4,0.4,1.2,17.1,1,0,-3.0
Willy_Hernangomez,NOP,27,35,15,20,16.0,8.6,3.3,6.3,52.5,0.1,0.2,37.5,1.9,2.6,73.9,2.7,4.0,6.7,1.2,0.9,0.4,0.4,1.9,19.9,5,0,-1.4
Duane_Washington_Jr.,IND,21,34,9,25,19.5,8.6,3.1,8.5,37.2,1.5,4.3,35.6,0.8,1.0,76.5,0.1,1.6,1.7,1.8,1.1,0.5,0.1,1.4,14.0,0,0,-2.9
Chimezie_Metu,SAC,24,45,17,28,21.1,8.5,3.2,7.4,43.4,0.9,3.2,28.3,1.1,1.5,77.3,0.6,5.0,5.6,1.1,0.9,0.8,0.5,1.4,19.8,5,0,-2.6
Mitchell_Robinson,NYK,23,58,24,34,25.5,8.5,3.6,4.7,77.0,0.0,0.0,0.0,1.2,2.4,48.6,3.9,4.9,8.8,0.4,0.8,0.7,1.6,2.8,25.9,15,0,-1.2
Jonathan_Kuminga,GSW,19,52,34,18,15.3,8.4,3.0,6.0,51.0,0.7,2.0,34.0,1.7,2.5,67.4,0.6,2.3,3.0,0.7,1.1,0.4,0.3,2.0,14.2,1,0,0.4
Nic_Claxton,BKN,22,30,12,18,20.0,8.4,3.6,5.7,64.1,0.0,0.0,0.0,1.2,2.0,57.4,2.0,3.3,5.3,0.8,0.7,0.5,1.1,2.1,19.9,3,0,-3.4
Isaiah_Roby,OKC,24,27,6,21,17.7,8.4,3.2,6.2,51.5,0.7,1.7,42.2,1.3,1.8,73.5,1.6,2.6,4.2,1.0,0.9,0.7,0.5,2.2,17.9,3,0,-2.2
Reggie_Bullock,DAL,30,54,33,21,26.5,8.4,2.9,7.1,40.7,2.0,5.5,35.8,0.6,0.7,85.0,0.4,2.9,3.4,1.1,0.6,0.6,0.2,1.5,15.9,0,0,3.3
Chuma_Okeke,ORL,23,54,15,39,24.2,8.4,3.1,8.1,38.2,1.5,4.9,31.1,0.7,0.9,84.8,0.7,4.1,4.9,1.7,0.8,1.5,0.6,1.3,22.4,3,0,-4.5
Isaiah_Stewart,DET,20,56,15,41,26.1,8.4,3.6,7.1,51.6,0.1,0.4,16.0,1.0,1.5,67.9,3.3,5.3,8.6,1.1,1.3,0.3,1.2,3.0,23.5,8,0,-5.6
T.J._McConnell,IND,29,24,9,15,24.2,8.4,3.8,7.5,50.3,0.3,1.0,28.0,0.5,0.6,80.0,0.8,2.5,3.3,4.8,1.2,1.0,0.4,1.8,22.6,1,0,-2.4
Alex_Caruso,CHI,28,28,19,9,27.7,8.4,2.8,6.5,42.9,1.1,3.1,34.5,1.7,2.1,81.4,0.9,3.0,3.9,3.9,1.4,1.9,0.4,2.4,24.4,1,0,5.0
Ayo_Dosunmu,CHI,22,59,35,24,26.5,8.4,3.4,6.4,52.8,0.9,2.3,40.4,0.7,1.1,67.7,0.3,2.5,2.8,3.2,1.3,0.7,0.4,2.3,18.7,4,0,-0.9
Hassan_Whiteside,UTA,32,51,33,18,18.2,8.4,3.4,5.3,63.8,0.0,0.0,0.0,1.6,2.5,65.1,2.5,5.2,7.7,0.4,0.9,0.3,1.5,2.9,22.7,10,0,4.0
Thomas_Bryant,WAS,24,20,6,14,17.6,8.4,3.4,6.4,52.3,0.5,1.8,27.8,1.2,1.4,85.2,1.3,2.9,4.1,1.1,0.9,0.3,0.7,1.8,17.0,0,0,-4.0
Nicolas_Batum,LAC,33,45,25,20,24.3,8.3,3.0,6.5,46.6,1.8,4.6,40.5,0.4,0.6,66.7,0.5,3.9,4.4,1.5,0.6,0.9,0.7,1.4,20.2,0,0,-1.6
Rudy_Gay,UTA,35,39,26,13,19.2,8.3,2.8,7.1,39.6,1.3,4.0,32.3,1.4,1.8,78.3,1.0,3.5,4.5,1.1,0.8,0.5,0.3,1.8,17.0,0,0,2.5
Lance_Stephenson,IND,31,33,9,24,18.0,8.2,3.2,7.3,44.6,0.5,2.1,25.0,1.2,1.6,75.9,0.3,2.6,2.9,3.5,1.6,0.5,0.1,2.0,17.1,2,0,-0.7
Furkan_Korkmaz,PHI,24,56,36,20,23.0,8.2,2.9,7.6,38.9,1.2,4.3,29.0,1.1,1.4,81.6,0.3,2.5,2.9,2.1,0.8,0.6,0.1,0.9,16.1,1,0,-0.1
Naz_Reid,MIN,22,62,34,28,15.9,8.2,3.0,6.2,48.8,0.7,2.1,34.1,1.4,1.9,74.6,1.3,2.4,3.7,0.9,1.0,0.4,1.0,2.1,17.3,2,0,-0.8
Tyus_Jones,MEM,25,59,40,19,20.3,8.2,3.3,7.2,45.5,0.9,2.7,35.7,0.7,0.8,85.7,0.2,2.2,2.4,4.1,0.7,0.9,0.0,0.4,19.3,0,0,2.2
Precious_Achiuwa,TOR,22,55,32,23,23.2,8.2,3.3,7.7,43.0,0.5,1.4,33.3,1.0,1.8,57.0,2.2,4.7,6.9,1.1,1.1,0.5,0.6,2.0,20.3,5,0,0.3
Otto_Porter_Jr.,GSW,28,53,37,16,21.4,8.2,3.1,6.5,47.0,1.3,3.5,38.0,0.7,0.9,78.7,1.1,4.2,5.3,1.5,0.5,1.2,0.5,1.4,21.1,2,0,3.8
P.J._Tucker,MIA,36,57,37,20,28.4,8.1,3.1,6.1,50.1,1.3,2.9,44.9,0.7,0.9,72.2,1.4,3.9,5.4,2.1,1.0,0.8,0.2,2.4,19.8,4,0,3.7
Cody_Martin,CHA,26,54,30,24,27.0,8.1,3.0,6.4,46.5,1.0,2.4,40.6,1.2,1.7,69.2,1.2,2.9,4.1,2.5,0.9,1.3,0.5,1.8,21.1,0,0,0.3
Brook_Lopez,MIL,33,1,1,0,28.2,8.0,3.0,9.0,33.3,2.0,4.0,50.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,1.0,3.0,3.0,26.0,0,0,0.0
Cory_Joseph,DET,30,53,15,38,24.6,8.0,2.8,6.1,44.9,1.0,2.4,41.6,1.5,1.7,87.0,0.4,2.1,2.5,3.8,1.4,0.7,0.3,2.2,18.1,0,0,-3.3
Malik_Newman,CLE,25,1,0,1,7.7,8.0,3.0,5.0,60.0,0.0,1.0,0.0,2.0,2.0,100,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.7,0,0,1.0
Mike_Muscala,OKC,30,43,15,28,13.8,8.0,2.6,5.8,45.6,1.6,3.8,42.9,1.1,1.3,84.2,0.5,2.5,3.0,0.5,0.3,0.4,0.6,1.3,15.1,0,0,0.5
Terry_Taylor,IND,22,19,5,14,17.5,8.0,3.5,5.8,60.9,0.2,0.6,36.4,0.7,1.2,63.6,2.7,2.8,5.6,1.4,0.4,0.2,0.2,1.7,17.4,2,0,-0.7
Raul_Neto,WAS,29,54,26,28,20.7,8.0,3.1,6.9,45.4,0.5,1.9,28.2,1.2,1.6,74.2,0.2,1.8,2.1,3.0,1.1,0.8,0.0,1.6,16.3,0,0,-0.8
Jaylen_Nowell,MIN,22,46,28,18,14.9,7.9,3.0,6.4,47.4,0.9,2.4,38.5,1.0,1.3,74.6,0.3,1.6,1.9,2.1,0.5,0.5,0.1,1.1,14.8,0,0,0.3
Jordan_Nwora,MIL,23,51,28,23,19.1,7.9,3.1,7.5,40.7,1.4,3.8,35.7,0.4,0.5,80.8,0.6,3.0,3.6,1.0,0.9,0.5,0.3,1.2,15.0,2,0,-1.1
Draymond_Green,GSW,32,34,28,6,29.9,7.9,3.2,5.9,53.7,0.4,1.2,28.6,1.2,2.0,59.7,1.1,6.4,7.6,7.4,3.1,1.4,1.2,2.8,32.6,3,1,5.8
Damion_Lee,GSW,29,50,34,16,20.3,7.9,2.9,6.4,45.9,1.2,3.2,37.1,0.9,1.0,86.0,0.4,2.7,3.2,1.0,0.6,0.7,0.1,1.5,14.9,0,0,1.1
Jalen_Smith,IND,21,39,26,13,16.4,7.9,2.9,5.7,50.0,0.6,2.0,32.1,1.5,1.9,78.4,1.9,3.7,5.6,0.4,0.9,0.3,0.6,1.8,17.1,7,0,1.7
Moritz_Wagner,ORL,24,46,10,36,12.9,7.8,2.7,5.4,50.0,0.9,2.8,32.8,1.5,1.8,79.8,0.5,2.2,2.6,1.1,0.7,0.3,0.2,1.9,13.5,1,0,-1.8
Goran_Dragic,BKN,35,10,2,8,18.6,7.8,2.6,6.9,37.7,0.8,2.5,32.0,1.8,2.3,78.3,0.7,2.2,2.9,2.6,0.7,0.6,0.1,2.1,16.6,0,0,-5.3
Isaiah_Hartenstein,LAC,23,52,29,23,16.6,7.8,3.3,5.2,63.2,0.1,0.2,41.7,1.1,1.8,62.4,1.6,2.9,4.5,2.0,1.2,0.7,1.2,2.5,20.5,1,0,2.2
Donte_DiVincenzo,SAC,25,26,15,11,21.8,7.7,2.5,7.3,33.5,1.4,4.7,30.1,1.4,1.6,85.7,1.0,2.8,3.9,2.3,1.5,1.0,0.2,1.6,17.7,0,0,-2.0
Robert_Covington,LAC,31,60,28,32,28.0,7.7,2.7,6.8,39.5,1.6,4.6,34.5,0.7,0.9,83.0,0.9,4.7,5.6,1.4,1.1,1.5,1.3,2.7,23.8,1,0,-0.2
Markieff_Morris,MIA,32,10,7,3,18.7,7.7,3.2,7.0,45.7,0.8,2.2,36.4,0.5,0.5,100,1.3,1.5,2.8,1.4,1.2,0.3,0.1,2.2,13.2,0,0,2.7
PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Isaac_Okoro,CLE,21,49,27,22,28.8,8.9,3.1,6.8,46.4,0.8,2.6,31.0,1.8,2.3,77.4,1.1,2.1,3.2,1.8,1.0,0.8,0.3,2.6,17.7,0,0,1.5
Bones_Hyland,DEN,21,52,32,20,17.7,8.8,2.9,7.8,37.5,1.8,4.9,35.8,1.3,1.4,87.8,0.2,2.5,2.7,2.1,1.2,0.5,0.3,2.1,16.3,1,0,0.5
Isaiah_Thomas,CHA,33,6,1,5,21.4,8.8,3.2,9.7,32.8,1.2,5.3,21.9,1.3,1.8,72.7,0.3,1.8,2.2,2.2,1.2,0.3,0.3,2.2,15.5,0,0,-4.8
Alperen_Sengun,HOU,19,56,14,42,18.9,8.8,3.1,6.6,47.3,0.4,1.4,25.0,2.2,3.2,69.1,1.7,3.2,4.9,2.4,2.0,0.8,1.0,2.9,21.7,4,0,-4.2
Onyeka_Okongwu,ATL,21,29,14,15,21.1,8.8,3.6,4.8,74.1,0.0,0.0,0.0,1.7,2.3,73.1,2.1,3.2,5.3,1.2,1.1,0.7,1.4,3.2,21.9,0,0,3.6
Amir_Coffey,LAC,24,53,25,28,22.4,8.7,2.9,6.4,45.7,1.4,3.6,38.2,1.5,1.7,86.8,0.4,2.5,2.9,1.7,0.6,0.5,0.2,1.3,16.3,0,0,-0.2
Jaxson_Hayes,NOP,21,52,20,32,17.8,8.7,3.3,5.1,64.9,0.2,0.5,28.6,1.9,2.5,76.7,1.5,2.7,4.2,0.6,0.8,0.4,0.8,2.3,17.3,1,0,0.0
Kenyon_Martin_Jr.,HOU,21,61,16,45,20.0,8.6,3.5,6.6,52.7,0.7,2.0,35.5,1.0,1.5,63.8,1.1,2.7,3.8,1.3,0.7,0.4,0.4,1.2,17.1,1,0,-3.0
Willy_Hernangomez,NOP,27,35,15,20,16.0,8.6,3.3,6.3,52.5,0.1,0.2,37.5,1.9,2.6,73.9,2.7,4.0,6.7,1.2,0.9,0.4,0.4,1.9,19.9,5,0,-1.4
Duane_Washington_Jr.,IND,21,34,9,25,19.5,8.6,3.1,8.5,37.2,1.5,4.3,35.6,0.8,1.0,76.5,0.1,1.6,1.7,1.8,1.1,0.5,0.1,1.4,14.0,0,0,-2.9
Chimezie_Metu,SAC,24,45,17,28,21.1,8.5,3.2,7.4,43.4,0.9,3.2,28.3,1.1,1.5,77.3,0.6,5.0,5.6,1.1,0.9,0.8,0.5,1.4,19.8,5,0,-2.6
Mitchell_Robinson,NYK,23,58,24,34,25.5,8.5,3.6,4.7,77.0,0.0,0.0,0.0,1.2,2.4,48.6,3.9,4.9,8.8,0.4,0.8,0.7,1.6,2.8,25.9,15,0,-1.2
Jonathan_Kuminga,GSW,19,52,34,18,15.3,8.4,3.0,6.0,51.0,0.7,2.0,34.0,1.7,2.5,67.4,0.6,2.3,3.0,0.7,1.1,0.4,0.3,2.0,14.2,1,0,0.4
Nic_Claxton,BKN,22,30,12,18,20.0,8.4,3.6,5.7,64.1,0.0,0.0,0.0,1.2,2.0,57.4,2.0,3.3,5.3,0.8,0.7,0.5,1.1,2.1,19.9,3,0,-3.4
Isaiah_Roby,OKC,24,27,6,21,17.7,8.4,3.2,6.2,51.5,0.7,1.7,42.2,1.3,1.8,73.5,1.6,2.6,4.2,1.0,0.9,0.7,0.5,2.2,17.9,3,0,-2.2
Reggie_Bullock,DAL,30,54,33,21,26.5,8.4,2.9,7.1,40.7,2.0,5.5,35.8,0.6,0.7,85.0,0.4,2.9,3.4,1.1,0.6,0.6,0.2,1.5,15.9,0,0,3.3
Chuma_Okeke,ORL,23,54,15,39,24.2,8.4,3.1,8.1,38.2,1.5,4.9,31.1,0.7,0.9,84.8,0.7,4.1,4.9,1.7,0.8,1.5,0.6,1.3,22.4,3,0,-4.5
Isaiah_Stewart,DET,20,56,15,41,26.1,8.4,3.6,7.1,51.6,0.1,0.4,16.0,1.0,1.5,67.9,3.3,5.3,8.6,1.1,1.3,0.3,1.2,3.0,23.5,8,0,-5.6
T.J._McConnell,IND,29,24,9,15,24.2,8.4,3.8,7.5,50.3,0.3,1.0,28.0,0.5,0.6,80.0,0.8,2.5,3.3,4.8,1.2,1.0,0.4,1.8,22.6,1,0,-2.4
Alex_Caruso,CHI,28,28,19,9,27.7,8.4,2.8,6.5,42.9,1.1,3.1,34.5,1.7,2.1,81.4,0.9,3.0,3.9,3.9,1.4,1.9,0.4,2.4,24.4,1,0,5.0
Ayo_Dosunmu,CHI,22,59,35,24,26.5,8.4,3.4,6.4,52.8,0.9,2.3,40.4,0.7,1.1,67.7,0.3,2.5,2.8,3.2,1.3,0.7,0.4,2.3,18.7,4,0,-0.9
Hassan_Whiteside,UTA,32,51,33,18,18.2,8.4,3.4,5.3,63.8,0.0,0.0,0.0,1.6,2.5,65.1,2.5,5.2,7.7,0.4,0.9,0.3,1.5,2.9,22.7,10,0,4.0
Thomas_Bryant,WAS,24,20,6,14,17.6,8.4,3.4,6.4,52.3,0.5,1.8,27.8,1.2,1.4,85.2,1.3,2.9,4.1,1.1,0.9,0.3,0.7,1.8,17.0,0,0,-4.0
Nicolas_Batum,LAC,33,45,25,20,24.3,8.3,3.0,6.5,46.6,1.8,4.6,40.5,0.4,0.6,66.7,0.5,3.9,4.4,1.5,0.6,0.9,0.7,1.4,20.2,0,0,-1.6
Rudy_Gay,UTA,35,39,26,13,19.2,8.3,2.8,7.1,39.6,1.3,4.0,32.3,1.4,1.8,78.3,1.0,3.5,4.5,1.1,0.8,0.5,0.3,1.8,17.0,0,0,2.5
Lance_Stephenson,IND,31,33,9,24,18.0,8.2,3.2,7.3,44.6,0.5,2.1,25.0,1.2,1.6,75.9,0.3,2.6,2.9,3.5,1.6,0.5,0.1,2.0,17.1,2,0,-0.7
Furkan_Korkmaz,PHI,24,56,36,20,23.0,8.2,2.9,7.6,38.9,1.2,4.3,29.0,1.1,1.4,81.6,0.3,2.5,2.9,2.1,0.8,0.6,0.1,0.9,16.1,1,0,-0.1
Naz_Reid,MIN,22,62,34,28,15.9,8.2,3.0,6.2,48.8,0.7,2.1,34.1,1.4,1.9,74.6,1.3,2.4,3.7,0.9,1.0,0.4,1.0,2.1,17.3,2,0,-0.8
Tyus_Jones,MEM,25,59,40,19,20.3,8.2,3.3,7.2,45.5,0.9,2.7,35.7,0.7,0.8,85.7,0.2,2.2,2.4,4.1,0.7,0.9,0.0,0.4,19.3,0,0,2.2
Precious_Achiuwa,TOR,22,55,32,23,23.2,8.2,3.3,7.7,43.0,0.5,1.4,33.3,1.0,1.8,57.0,2.2,4.7,6.9,1.1,1.1,0.5,0.6,2.0,20.3,5,0,0.3
Otto_Porter_Jr.,GSW,28,53,37,16,21.4,8.2,3.1,6.5,47.0,1.3,3.5,38.0,0.7,0.9,78.7,1.1,4.2,5.3,1.5,0.5,1.2,0.5,1.4,21.1,2,0,3.8
P.J._Tucker,MIA,36,57,37,20,28.4,8.1,3.1,6.1,50.1,1.3,2.9,44.9,0.7,0.9,72.2,1.4,3.9,5.4,2.1,1.0,0.8,0.2,2.4,19.8,4,0,3.7
Cody_Martin,CHA,26,54,30,24,27.0,8.1,3.0,6.4,46.5,1.0,2.4,40.6,1.2,1.7,69.2,1.2,2.9,4.1,2.5,0.9,1.3,0.5,1.8,21.1,0,0,0.3
Brook_Lopez,MIL,33,1,1,0,28.2,8.0,3.0,9.0,33.3,2.0,4.0,50.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,1.0,3.0,3.0,26.0,0,0,0.0
Cory_Joseph,DET,30,53,15,38,24.6,8.0,2.8,6.1,44.9,1.0,2.4,41.6,1.5,1.7,87.0,0.4,2.1,2.5,3.8,1.4,0.7,0.3,2.2,18.1,0,0,-3.3
Malik_Newman,CLE,25,1,0,1,7.7,8.0,3.0,5.0,60.0,0.0,1.0,0.0,2.0,2.0,100,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.7,0,0,1.0
Mike_Muscala,OKC,30,43,15,28,13.8,8.0,2.6,5.8,45.6,1.6,3.8,42.9,1.1,1.3,84.2,0.5,2.5,3.0,0.5,0.3,0.4,0.6,1.3,15.1,0,0,0.5
Terry_Taylor,IND,22,19,5,14,17.5,8.0,3.5,5.8,60.9,0.2,0.6,36.4,0.7,1.2,63.6,2.7,2.8,5.6,1.4,0.4,0.2,0.2,1.7,17.4,2,0,-0.7
Raul_Neto,WAS,29,54,26,28,20.7,8.0,3.1,6.9,45.4,0.5,1.9,28.2,1.2,1.6,74.2,0.2,1.8,2.1,3.0,1.1,0.8,0.0,1.6,16.3,0,0,-0.8
Jaylen_Nowell,MIN,22,46,28,18,14.9,7.9,3.0,6.4,47.4,0.9,2.4,38.5,1.0,1.3,74.6,0.3,1.6,1.9,2.1,0.5,0.5,0.1,1.1,14.8,0,0,0.3
Jordan_Nwora,MIL,23,51,28,23,19.1,7.9,3.1,7.5,40.7,1.4,3.8,35.7,0.4,0.5,80.8,0.6,3.0,3.6,1.0,0.9,0.5,0.3,1.2,15.0,2,0,-1.1
Draymond_Green,GSW,32,34,28,6,29.9,7.9,3.2,5.9,53.7,0.4,1.2,28.6,1.2,2.0,59.7,1.1,6.4,7.6,7.4,3.1,1.4,1.2,2.8,32.6,3,1,5.8
Damion_Lee,GSW,29,50,34,16,20.3,7.9,2.9,6.4,45.9,1.2,3.2,37.1,0.9,1.0,86.0,0.4,2.7,3.2,1.0,0.6,0.7,0.1,1.5,14.9,0,0,1.1
Jalen_Smith,IND,21,39,26,13,16.4,7.9,2.9,5.7,50.0,0.6,2.0,32.1,1.5,1.9,78.4,1.9,3.7,5.6,0.4,0.9,0.3,0.6,1.8,17.1,7,0,1.7
Moritz_Wagner,ORL,24,46,10,36,12.9,7.8,2.7,5.4,50.0,0.9,2.8,32.8,1.5,1.8,79.8,0.5,2.2,2.6,1.1,0.7,0.3,0.2,1.9,13.5,1,0,-1.8
Goran_Dragic,BKN,35,10,2,8,18.6,7.8,2.6,6.9,37.7,0.8,2.5,32.0,1.8,2.3,78.3,0.7,2.2,2.9,2.6,0.7,0.6,0.1,2.1,16.6,0,0,-5.3
Isaiah_Hartenstein,LAC,23,52,29,23,16.6,7.8,3.3,5.2,63.2,0.1,0.2,41.7,1.1,1.8,62.4,1.6,2.9,4.5,2.0,1.2,0.7,1.2,2.5,20.5,1,0,2.2
Donte_DiVincenzo,SAC,25,26,15,11,21.8,7.7,2.5,7.3,33.5,1.4,4.7,30.1,1.4,1.6,85.7,1.0,2.8,3.9,2.3,1.5,1.0,0.2,1.6,17.7,0,0,-2.0
Robert_Covington,LAC,31,60,28,32,28.0,7.7,2.7,6.8,39.5,1.6,4.6,34.5,0.7,0.9,83.0,0.9,4.7,5.6,1.4,1.1,1.5,1.3,2.7,23.8,1,0,-0.2
Markieff_Morris,MIA,32,10,7,3,18.7,7.7,3.2,7.0,45.7,0.8,2.2,36.4,0.5,0.5,100,1.3,1.5,2.8,1.4,1.2,0.3,0.1,2.2,13.2,0,0,2.7
PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Royce_O'Neale,UTA,28,59,38,21,31.3,7.7,2.7,5.5,49.8,1.6,3.7,41.6,0.6,0.8,80.4,0.8,4.1,4.9,2.5,1.0,1.3,0.5,2.3,21.6,2,0,3.4
Grant_Williams,BOS,23,61,37,24,23.7,7.7,2.6,5.3,48.9,1.5,3.4,44.0,1.0,1.0,92.1,0.8,2.5,3.3,1.1,0.7,0.5,0.7,2.3,16.1,0,0,0.6
Deni_Avdija,WAS,21,63,29,34,23.5,7.7,2.8,6.3,44.0,0.9,2.8,31.3,1.2,1.5,78.1,0.7,4.5,5.1,1.7,0.9,0.8,0.6,2.3,19.5,2,0,0.7
Maxi_Kleber,DAL,30,45,27,18,25.1,7.7,2.6,6.2,42.6,1.6,4.4,36.0,0.8,1.1,72.5,1.2,4.7,5.9,1.2,0.7,0.6,1.1,2.2,20.7,2,0,1.9
Oshae_Brissett,IND,23,53,16,37,21.5,7.7,2.6,6.5,39.8,1.0,3.0,33.1,1.5,2.2,66.4,1.6,3.4,5.0,0.9,0.7,0.6,0.5,1.5,17.4,3,0,-3.0
Daniel_Theis,BOS,29,32,8,24,20.8,7.7,2.9,6.1,48.5,0.8,2.7,29.4,1.0,1.6,62.7,1.1,3.8,4.9,0.8,1.0,0.4,0.7,2.3,17.1,2,0,-6.2
Dwight_Powell,DAL,30,64,39,25,20.9,7.6,2.9,4.4,65.2,0.2,0.5,39.4,1.7,2.3,74.3,2.0,2.5,4.6,1.1,0.8,0.5,0.4,2.6,16.7,0,0,0.4
Javonte_Green,CHI,28,47,31,16,24.2,7.6,2.9,5.2,54.9,0.6,1.6,35.6,1.4,1.6,83.1,1.5,2.7,4.2,1.0,0.5,0.9,0.6,2.1,18.0,0,0,1.4
